"Ekl","Alter","N","Hg","H100","G","Dg","Dw","V","N_aus","G_aus","Dg_aus","V_aus","iV","GWL","dGZ","Art","dDg_dt","thin_N_frac","thin_G_frac","Dg_aus_rel"
0,45,680,20.5,21.8,29.8,22.9,28.9,259,170,5.1,19.5,47,15.2,605,13.4,"Kiefer",0.58,0.2,0.146131805157593,0.851528384279476
0,50,574,22.1,23.4,31,25.5,31.8,287,107,4.4,22.9,43,14.2,675,13.5,"Kiefer",0.52,0.15712187958884,0.124293785310734,0.898039215686274
0,55,503,23.6,24.8,32.1,27.7,34.6,313,71,3.9,26.3,40,13.3,742,13.5,"Kiefer",0.44,0.123693379790941,0.108333333333333,0.949458483754513
0,60,451,24.9,26.1,32.9,29.6,37.3,338,51,3.5,29.3,37,12.5,804,13.4,"Kiefer",0.38,0.101593625498008,0.0961538461538462,0.989864864864865
0,65,412,26.1,27.3,33.6,31.4,39.9,361,39,3.1,31.7,35,11.7,863,13.3,"Kiefer",0.359999999999999,0.0864745011086474,0.0844686648501362,1.00955414012739
0,70,380,27.1,28.4,34.2,33.2,42.4,384,32,2.8,33.6,33,11.1,918,13.1,"Kiefer",0.360000000000001,0.0776699029126214,0.0756756756756757,1.01204819277108
0,75,354,28.1,29.3,34.7,34.8,44.9,405,26,2.6,35.5,31,10.5,971,12.9,"Kiefer",0.319999999999999,0.068421052631579,0.0697050938337802,1.02011494252874
0,80,332,29,30.2,35.1,36.3,47.3,426,22,2.4,37.6,30,10,1021,12.8,"Kiefer",0.3,0.0621468926553672,0.064,1.03581267217631
0,85,315,29.8,31,35.5,37.6,49.6,445,18,2.2,39.9,28,9.5,1069,12.6,"Kiefer",0.260000000000001,0.0540540540540541,0.0583554376657825,1.06117021276596
0,90,299,30.5,31.7,35.7,38.8,51.9,464,15,2.1,42,27,9.1,1114,12.4,"Kiefer",0.239999999999999,0.0477707006369427,0.0555555555555556,1.08247422680412
0,95,286,31.2,32.4,35.9,39.9,54.1,481,13,2,43.8,26,8.7,1158,12.2,"Kiefer",0.22,0.0434782608695652,0.0527704485488127,1.09774436090226
0,100,275,31.8,33,36.1,40.9,56.3,498,11,1.9,45.4,25,8.3,1199,12,"Kiefer",0.2,0.0384615384615385,0.05,1.11002444987775
0,105,265,32.3,33.5,36.2,41.9,58.4,514,10,1.8,47,24,8,1239,11.8,"Kiefer",0.2,0.0363636363636364,0.0473684210526316,1.12171837708831
0,110,256,32.8,34,36.2,42.8,60.4,530,9,1.7,48.6,23,7.7,1278,11.6,"Kiefer",0.18,0.0339622641509434,0.0448548812664908,1.13551401869159
0,115,248,33.3,34.5,36.3,43.7,62.4,544,8,1.6,49.7,22,7.4,1315,11.4,"Kiefer",0.180000000000001,0.03125,0.0422163588390501,1.13729977116705
0,120,240,33.7,34.9,36.2,44.5,64.4,558,8,1.5,50.5,22,7.1,1350,11.3,"Kiefer",0.159999999999999,0.032258064516129,0.0397877984084881,1.13483146067416
1,25,3141,10.5,11.8,18.6,8.9,15.3,107,1543,8.8,8.5,49,16.4,156,6.2,"Kiefer",NA,0.329419299743809,0.321167883211679,0.955056179775281
1,30,2195,12.5,13.8,21.4,11.2,18.3,137,947,7.7,10.2,49,15.7,234,7.8,"Kiefer",0.46,0.301400381922342,0.264604810996564,0.910714285714286
1,35,1609,14.4,15.6,23.7,13.6,21.1,165,586,6.6,12,46,14.9,309,8.8,"Kiefer",0.48,0.266970387243736,0.217821782178218,0.88235294117647
1,40,1245,16.1,17.3,25.6,16,23.8,191,364,5.8,14.2,44,14,379,9.5,"Kiefer",0.48,0.226227470478558,0.184713375796178,0.8875
1,45,1018,17.6,18.9,27.1,18.1,26.3,216,227,5,16.8,41,13.2,445,9.9,"Kiefer",0.42,0.182329317269076,0.155763239875389,0.92817679558011
1,50,829,19,20.3,28.4,20.5,28.8,239,188,4.5,17.4,39,12.4,507,10.1,"Kiefer",0.48,0.184857423795477,0.13677811550152,0.848780487804878
1,55,703,20.3,21.6,29.5,22.7,31.2,261,126,4,20.1,37,11.8,566,10.3,"Kiefer",0.44,0.151990349819059,0.119402985074627,0.885462555066079
1,60,615,21.5,22.8,30.5,24.7,33.5,282,88,3.6,22.8,35,11.1,622,10.4,"Kiefer",0.4,0.125177809388336,0.105571847507331,0.923076923076923
1,65,550,22.6,23.8,31.3,26.5,35.8,302,65,3.3,25.4,33,10.6,674,10.4,"Kiefer",0.36,0.105691056910569,0.0953757225433526,0.958490566037736
1,70,500,23.5,24.8,32,28.1,37.9,321,50,3,27.8,31,10.1,725,10.4,"Kiefer",0.32,0.0909090909090909,0.0857142857142857,0.98932384341637
1,75,461,24.4,25.7,32.6,29.6,40,340,39,2.8,30.1,30,9.6,773,10.3,"Kiefer",0.3,0.078,0.0790960451977401,1.01689189189189
1,80,430,25.2,26.5,33.1,31,42.1,357,31,2.6,32.4,28,9.2,818,10.2,"Kiefer",0.28,0.0672451193058568,0.072829131652661,1.04516129032258
1,85,405,26,27.2,33.5,32.3,44,374,25,2.4,34.8,27,8.8,862,10.1,"Kiefer",0.259999999999999,0.0581395348837209,0.0668523676880223,1.07739938080495
1,90,383,26.6,27.9,33.9,33.4,45.9,389,21,2.3,36.9,26,8.4,904,10,"Kiefer",0.22,0.051980198019802,0.06353591160221,1.10479041916168
1,95,365,27.2,28.5,34.2,34.4,47.8,405,18,2.1,38.7,25,8.1,945,9.9,"Kiefer",0.2,0.0469973890339426,0.0578512396694215,1.125
1,100,349,27.8,29,34.5,35.4,49.6,419,16,2,40.4,24,7.8,983,9.8,"Kiefer",0.2,0.0438356164383562,0.0547945205479452,1.14124293785311
1,105,335,28.3,29.5,34.7,36.3,51.3,433,14,1.9,42,23,7.5,1021,9.7,"Kiefer",0.18,0.0401146131805158,0.0519125683060109,1.15702479338843
1,110,323,28.7,29.9,34.8,37.2,53,446,12,1.9,43.6,23,7.2,1057,9.6,"Kiefer",0.180000000000001,0.0358208955223881,0.0517711171662125,1.17204301075269
1,115,312,29.1,30.3,35,38,54.7,459,11,1.8,44.7,22,7,1092,9.5,"Kiefer",0.159999999999999,0.0340557275541796,0.0489130434782609,1.17631578947368
1,120,301,29.5,30.7,35,38.8,56.3,471,10,1.7,45.6,21,6.7,1125,9.4,"Kiefer",0.159999999999999,0.0321543408360129,0.0463215258855586,1.17525773195876
2,30,3310,10.2,11.5,17.9,8.7,16.4,105,1259,6.4,8.1,35,12.4,140,4.7,"Kiefer",NA,0.275552637338586,0.263374485596708,0.931034482758621
2,35,2471,11.8,13.1,20.2,10.6,18.9,129,839,6,9.5,36,12.1,200,5.7,"Kiefer",0.38,0.253474320241692,0.229007633587786,0.89622641509434
2,40,1904,13.3,14.6,22.2,12.4,21.2,151,566,5.4,11,36,11.6,258,6.5,"Kiefer",0.36,0.22914979757085,0.195652173913043,0.887096774193548
2,45,1520,14.7,16,23.8,14.3,23.4,172,385,4.9,12.7,35,11.1,314,7,"Kiefer",0.38,0.202099737532808,0.170731707317073,0.888111888111888
2,50,1257,15.9,17.2,25.2,16.1,25.5,192,263,4.4,14.6,33,10.6,367,7.3,"Kiefer",0.36,0.173026315789474,0.148648648648649,0.906832298136646
2,55,1075,17.1,18.4,26.5,17.8,27.6,210,181,4,16.8,32,10.1,418,7.6,"Kiefer",0.34,0.144108280254777,0.131147540983607,0.943820224719101
2,60,914,18.1,19.4,27.5,19.6,29.5,228,161,3.7,17,31,9.7,466,7.8,"Kiefer",0.36,0.149767441860465,0.118589743589744,0.86734693877551
2,65,795,19.1,20.4,28.4,21.4,31.4,244,119,3.4,19.1,30,9.3,513,7.9,"Kiefer",0.359999999999999,0.13019693654267,0.106918238993711,0.892523364485981
2,70,705,20,21.2,29.2,23,33.2,260,90,3.1,21.1,28,8.9,557,8,"Kiefer",0.32,0.113207547169811,0.0959752321981424,0.917391304347826
2,75,636,20.8,22,29.9,24.5,35,275,69,2.9,23.2,27,8.5,600,8,"Kiefer",0.3,0.0978723404255319,0.0884146341463415,0.946938775510204
2,80,582,21.5,22.7,30.6,25.9,36.7,290,54,2.7,25.5,26,8.2,640,8,"Kiefer",0.28,0.0849056603773585,0.0810810810810811,0.984555984555985
2,85,540,22.1,23.4,31.1,27.2,38.3,304,42,2.6,27.9,25,7.9,680,8,"Kiefer",0.26,0.0721649484536082,0.0771513353115727,1.02573529411765
2,90,506,22.7,24,31.6,28.3,39.9,317,34,2.4,30.2,25,7.6,718,8,"Kiefer",0.22,0.062962962962963,0.0705882352941176,1.06713780918728
2,95,477,23.3,24.5,32,29.3,41.4,330,28,2.3,32.3,24,7.3,754,7.9,"Kiefer",0.2,0.0554455445544554,0.0670553935860058,1.10238907849829
2,100,453,23.8,25,32.3,30.3,42.8,342,24,2.2,34.2,23,7.1,790,7.9,"Kiefer",0.2,0.050314465408805,0.063768115942029,1.12871287128713
2,105,432,24.2,25.4,32.6,31.2,44.3,354,21,2.1,36,22,6.8,824,7.8,"Kiefer",0.18,0.0463576158940397,0.0605187319884726,1.15384615384615
2,110,414,24.6,25.8,32.9,32,45.7,365,18,2,37.7,22,6.6,857,7.8,"Kiefer",0.16,0.0416666666666667,0.0573065902578797,1.178125
2,115,398,25,26.2,33.1,32.8,47,376,16,1.9,39.1,21,6.4,889,7.7,"Kiefer",0.159999999999999,0.0386473429951691,0.0542857142857143,1.19207317073171
2,120,383,25.3,26.5,33.3,33.5,48.3,386,15,1.9,40.2,21,6.2,920,7.7,"Kiefer",0.140000000000001,0.0376884422110553,0.0539772727272727,1.2
3,40,3023,10.6,11.9,18.1,9.5,18.3,112,820,4.7,8.5,26,9.1,138,3.4,"Kiefer",NA,0.213374967473328,0.206140350877193,0.894736842105263
3,45,2428,11.8,13.1,19.8,10.9,20.2,129,596,4.4,9.8,27,8.9,182,4.1,"Kiefer",0.28,0.197089947089947,0.181818181818182,0.89908256880734
3,50,1991,12.9,14.2,21.3,12.4,21.9,145,437,4.2,11,27,8.6,225,4.5,"Kiefer",0.3,0.17998352553542,0.164705882352941,0.887096774193548
3,55,1668,13.9,15.1,22.7,13.8,23.6,161,323,3.9,12.4,27,8.4,267,4.9,"Kiefer",0.28,0.162230035158212,0.146616541353383,0.898550724637681
3,60,1428,14.8,16.1,23.8,15.2,25.2,175,240,3.6,13.9,26,8.1,308,5.1,"Kiefer",0.28,0.143884892086331,0.131386861313869,0.914473684210526
3,65,1247,15.6,16.9,24.8,16.5,26.8,189,181,3.4,15.5,25,7.8,347,5.3,"Kiefer",0.26,0.126750700280112,0.120567375886525,0.93939393939394
3,70,1110,16.4,17.7,25.7,17.8,28.3,202,137,3.2,17.2,25,7.5,384,5.5,"Kiefer",0.26,0.109863672814755,0.110726643598616,0.966292134831461
3,75,1005,17.1,18.4,26.5,18.9,29.7,214,105,3,19.1,24,7.3,421,5.6,"Kiefer",0.22,0.0945945945945946,0.101694915254237,1.01058201058201
3,80,902,17.7,19,27.3,20.2,31,226,104,2.8,18.7,23,7,456,5.7,"Kiefer",0.26,0.10337972166998,0.0930232558139535,0.925742574257426
3,85,819,18.3,19.6,27.9,21.4,32.4,237,82,2.7,20.5,23,6.8,490,5.8,"Kiefer",0.24,0.0910099889012209,0.0882352941176471,0.957943925233645
3,90,753,18.8,20.1,28.5,22.5,33.6,248,66,2.6,22.2,22,6.6,523,5.8,"Kiefer",0.22,0.0805860805860806,0.0836012861736334,0.986666666666667
3,95,699,19.3,20.6,29,23.6,34.8,258,54,2.5,24,22,6.4,555,5.8,"Kiefer",0.22,0.0717131474103586,0.0793650793650794,1.01694915254237
3,100,653,19.7,21,29.4,24.5,36,268,45,2.4,25.7,21,6.2,586,5.9,"Kiefer",0.18,0.0644699140401146,0.0754716981132075,1.04897959183673
3,105,615,20.1,21.4,29.9,25.4,37.2,277,38,2.3,27.4,21,6,616,5.9,"Kiefer",0.18,0.0581929555895865,0.0714285714285714,1.07874015748032
3,110,582,20.5,21.7,30.2,26.2,38.3,287,33,2.2,29.1,20,5.9,645,5.9,"Kiefer",0.16,0.0536585365853659,0.0679012345679012,1.11068702290076
3,115,554,20.8,22.1,30.6,27,39.3,295,28,2.1,30.6,20,5.7,674,5.9,"Kiefer",0.16,0.0481099656357388,0.0642201834862385,1.13333333333333
3,120,529,21.1,22.4,30.8,27.8,40.4,304,25,2,31.9,19,5.5,701,5.8,"Kiefer",0.16,0.0451263537906137,0.0609756097560976,1.14748201438849
4,40,4142,7.9,9.2,14,6.6,15.4,73,1074,4,6,16,6.6,18,0.3,"Kiefer",NA,0.20590490797546,0.222222222222222,0.909090909090909
4,45,3336,8.9,10.2,15.8,7.5,17,86,807,3.9,6.9,19,6.7,50,1.2,"Kiefer",0.18,0.194786386676322,0.197969543147208,0.92
4,50,2725,9.9,11.2,17.4,8.7,18.3,98,611,4,7.4,21,6.6,83,1.7,"Kiefer",0.24,0.183153477218225,0.186915887850467,0.850574712643678
4,55,2261,10.7,11.8,18.9,9.8,19.6,112,465,3.8,8,22,6.7,116,2.2,"Kiefer",0.22,0.170579603815114,0.167400881057269,0.816326530612245
4,60,1942,11.5,12.8,20.1,10.8,20.9,122,319,3.5,10.8,21,6.5,150,2.4,"Kiefer",0.2,0.14108801415303,0.148305084745763,1
4,65,1699,12.1,13.4,21.2,11.6,22.2,134,243,3.4,11.9,20,6.3,181,2.7,"Kiefer",0.16,0.125128733264676,0.138211382113821,1.02586206896552
4,70,1515,12.8,14.2,22.2,12.6,23.4,144,184,3.3,13.3,22,6.1,211,3,"Kiefer",0.2,0.108298999411418,0.129411764705882,1.05555555555556
4,75,1374,13.4,14.8,23.1,13.3,24.4,153,141,3.1,15,21,6.1,242,3.2,"Kiefer",0.14,0.0930693069306931,0.118320610687023,1.12781954887218
4,80,1222,13.9,15.3,24,14.5,25.3,162,154,2.9,11.9,20,5.8,272,3.4,"Kiefer",0.24,0.111918604651163,0.107806691449814,0.820689655172414
4,85,1098,14.5,15.8,24.7,15.6,26.5,170,122,2.8,13.1,21,5.7,300,3.6,"Kiefer",0.22,0.1,0.101818181818182,0.83974358974359
4,90,1000,14.9,16.2,25.4,16.7,27.3,179,98,2.8,14.2,19,5.6,328,3.6,"Kiefer",0.22,0.0892531876138433,0.099290780141844,0.850299401197605
4,95,921,15.3,16.7,26,17.9,28.2,186,80,2.7,15.7,20,5.5,356,3.7,"Kiefer",0.24,0.0799200799200799,0.0940766550522648,0.877094972067039
4,100,853,15.6,17,26.5,18.7,29.2,194,66,2.6,17.2,19,5.3,382,3.9,"Kiefer",0.16,0.0718171926006529,0.0893470790378007,0.919786096256685
4,105,798,16,17.4,27.2,19.6,30.1,200,55,2.5,18.8,20,5.2,408,4,"Kiefer",0.18,0.0644783118405627,0.0841750841750842,0.959183673469388
4,110,750,16.4,17.6,27.5,20.4,30.9,209,48,2.4,20.5,18,5.2,433,4,"Kiefer",0.159999999999999,0.0601503759398496,0.0802675585284281,1.00490196078431
4,115,710,16.6,18,28.1,21.2,31.6,214,40,2.3,22.1,19,5,459,4.1,"Kiefer",0.16,0.0533333333333333,0.0756578947368421,1.04245283018868
4,120,675,16.9,18.3,28.3,22.1,32.5,222,35,2.1,23.6,17,4.8,482,3.9,"Kiefer",0.18,0.0492957746478873,0.069078947368421,1.06787330316742
